@relation KC1-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R17-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Remove-R7-weka.filters.unsupervised.attribute.Remove-R5-weka.filters.unsupervised.attribute.Remove-R4

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
3,7,2,4,41,33.47,20.7,14339.44,0.23,132,0.05,692.73,86,20,48,Y
7,25,0,7,59,60.94,21.44,28002.35,0.44,223,0.05,1306.33,135,39,76,N
3,8,0,5,33,36.26,12.83,5971.91,0.16,99,0.08,465.34,64,15,38,Y
6,9,0,5,34,33.66,12.57,5316.29,0.14,88,0.08,423.05,59,15,44,N
0,1,0,1,4,19.37,2.5,121.08,0.02,14,0.4,48.43,8,6,6,Y
1,5,0,3,21,24.17,17.5,7403.33,0.14,88,0.06,423.05,53,14,26,N
2,9,0,5,22,19.07,17.45,5809.61,0.11,70,0.06,332.84,46,11,26,N
1,3,0,2,6,6,6,216,0.01,12,0.17,36,8,2,9,N
0,1,0,1,4,14.34,3.5,175.66,0.02,14,0.29,50.19,9,5,6,N
3,5,0,3,8,13.44,8.33,933.33,0.04,28,0.12,112,18,6,13,Y
0,3,0,2,8,25.9,3.43,304.49,0.03,24,0.29,88.81,16,7,12,Y
1,1,0,1,8,24.76,5.78,826.58,0.05,35,0.17,143.06,22,9,13,N
0,1,0,1,3,10.34,1.5,23.26,0.01,6,0.67,15.51,3,3,4,N
2,3,0,2,19,33.65,8.8,2605.92,0.1,63,0.11,296.13,39,15,26,N
0,3,0,2,10,19.25,9.5,1736.95,0.06,41,0.11,182.84,22,11,12,N
3,1,0,1,10,28.94,6.38,1176.04,0.06,42,0.16,184.48,25,12,18,N
0,7,0,3,20,30.72,9.75,2920.69,0.1,63,0.1,299.56,42,14,26,N
1,7,0,3,21,32.87,8.93,2619.98,0.1,64,0.11,293.44,39,14,25,N
0,1,0,1,3,10.8,2.5,67.5,0.01,9,0.4,27,6,3,5,N
2,1,0,1,8,33.72,3.27,361.18,0.04,27,0.31,110.36,15,11,14,N
2,5,0,3,28,43.11,8.82,3356.39,0.13,80,0.11,380.39,50,17,34,N
5,13,4,5,48,47.23,19.98,18860.9,0.31,169,0.05,943.86,108,29,65,N
0,1,0,1,14,58.93,6.2,2265.23,0.12,76,0.16,365.36,45,20,21,Y
0,1,0,1,1,6.67,1.5,15,0,5,0.67,10,2,2,4,N
10,17,0,9,49,42.66,24.14,24862.57,0.34,191,0.04,1029.93,120,25,68,N
2,5,0,2,16,26.8,14.12,5341.12,0.13,75,0.07,378.33,45,17,20,N
2,1,0,1,11,31.39,5.82,1062.75,0.06,43,0.17,182.66,27,11,17,Y
1,3,0,2,10,11.92,9,965.81,0.04,29,0.11,107.31,21,4,13,N
11,19,0,10,43,42.93,17.24,12760.86,0.25,134,0.06,740.16,85,27,62,N
3,11,3,4,41,42.76,17.64,13304.98,0.25,139,0.06,754.25,90,25,54,N
1,7,0,4,22,42.3,9,3426.62,0.13,81,0.11,380.74,47,17,29,N
0,1,0,1,7,32.29,2.57,213.55,0.03,25,0.39,83.05,13,7,9,N
1,3,0,2,16,50.68,5.7,1646.46,0.1,63,0.18,288.85,44,15,22,N
0,1,0,1,6,20.31,4.5,411.19,0.03,24,0.22,91.38,15,7,11,Y
1,3,0,2,10,21.22,5.78,708.49,0.04,30,0.17,122.62,17,9,14,N
2,5,0,2,24,35.65,8.57,2618.82,0.1,65,0.12,305.53,45,14,28,N
1,1,0,1,24,55.71,5.83,1895.83,0.11,65,0.17,325,30,24,33,Y
1,1,0,1,6,12.95,4,207.22,0.02,14,0.25,51.81,9,5,11,Y
0,1,0,1,0,16.84,1.5,37.9,0.01,9,0.67,25.27,5,4,1,N
1,7,0,2,17,21.46,10.82,2511.9,0.08,50,0.09,232.19,33,11,25,N
1,3,1,2,9,18.41,7.43,1015.79,0.05,35,0.13,136.74,22,7,15,Y
0,1,0,1,3,9.51,3,85.59,0.01,9,0.33,28.53,6,3,6,N
2,11,0,6,41,48.72,15.43,11596.34,0.25,149,0.06,751.61,95,21,48,Y
0,5,0,2,7,12.96,8.33,900,0.04,27,0.12,108,17,6,9,N
0,3,0,2,7,12.8,4.2,225.85,0.02,15,0.24,53.77,9,5,9,N
0,1,0,1,0,15.95,2.5,99.66,0.01,12,0.4,39.86,7,5,2,N
3,9,0,1,24,27.09,9.31,2347.15,0.08,55,0.11,252.17,33,13,33,Y
3,3,0,2,13,29.32,6.4,1200.94,0.06,45,0.16,187.65,29,10,19,N
5,17,1,9,38,39.82,12.06,5786.67,0.16,96,0.08,480,65,18,54,N
9,12,0,6,86,85.07,26.82,61212.81,0.76,362,0.04,2281.97,223,57,100,Y
0,1,0,1,7,13.21,2.4,76.08,0.01,10,0.42,31.7,4,5,12,N
0,3,0,2,16,32.68,6.68,1457.67,0.07,47,0.15,218.26,30,14,19,N
4,13,0,7,37,31.07,15.47,7433.62,0.16,97,0.06,480.56,64,16,46,N
0,1,0,1,1,0,0,0,0,1,0,0,1,0,6,N
3,1,0,1,8,20.76,3.33,230.63,0.02,20,0.3,69.19,12,6,13,N
24,34,2,16,120,72.43,38.54,107551.84,0.93,439,0.03,2790.97,273,56,151,Y
6,15,0,8,54,42.97,17,12417.08,0.24,133,0.06,730.42,82,27,63,Y
3,3,0,2,12,16.2,6.67,720,0.04,27,0.15,108,19,6,17,N
5,36,0,9,50,71.91,41.88,126141.8,1,445,0.02,3011.84,282,72,62,Y
10,35,0,18,113,87.91,24.68,53551.34,0.72,363,0.04,2169.75,218,47,131,N
2,19,0,10,48,46.69,17.67,14573.21,0.27,155,0.06,824.9,102,24,56,N
1,1,0,1,5,8.72,4,139.48,0.01,11,0.25,34.87,7,3,12,N
3,13,0,6,39,41.57,14.91,9244.97,0.21,119,0.07,619.92,70,23,48,N
0,5,0,2,1,9.56,6,344.16,0.02,16,0.17,57.36,12,3,3,N
6,21,0,11,65,40.27,23.04,21378.61,0.31,171,0.04,927.89,107,25,83,Y
1,3,0,2,7,21.83,7.2,1131.65,0.05,37,0.14,157.17,21,10,10,N
13,43,0,17,109,81.73,25.53,53276.94,0.7,344,0.04,2086.73,215,48,129,N
3,7,0,4,20,17.26,13.5,3145.3,0.08,57,0.07,232.99,33,8,25,Y
0,3,0,1,6,9.87,6.75,449.6,0.02,18,0.15,66.61,12,4,9,N
4,15,0,8,34,32.04,17,9259.3,0.18,111,0.06,544.66,77,15,41,N
1,5,1,3,24,26.97,11.54,3590.06,0.1,67,0.09,311.14,42,13,34,N
12,39,6,12,91,93.92,22.95,49471.62,0.72,340,0.04,2155.55,200,61,131,N
0,3,0,2,5,12.85,3.5,157.4,0.01,13,0.29,44.97,9,4,7,N
0,1,1,1,5,12.4,3.75,174.4,0.02,14,0.27,46.51,9,4,9,N
0,7,0,4,20,30.85,11.73,4246.69,0.12,77,0.09,361.93,45,15,25,N
0,1,0,1,12,26.22,1.57,64.76,0.01,13,0.64,41.21,2,7,15,N
0,7,0,2,10,20.27,9.82,1954.18,0.07,44,0.1,199.04,26,11,12,Y
15,23,0,10,88,76.67,21.35,34945.56,0.55,276,0.05,1636.88,174,43,108,N
1,3,0,2,14,17.28,8.33,1200,0.05,36,0.12,144,26,6,17,N
0,5,0,2,1,8.96,6,322.65,0.02,15,0.17,53.77,11,3,3,N
1,1,0,1,3,15.95,2.5,99.66,0.01,12,0.4,39.86,7,5,8,N
2,5,0,2,24,35.1,8.57,2578.53,0.1,64,0.12,300.83,44,14,28,N
2,9,0,5,48,53.36,11.52,7081.52,0.2,118,0.09,614.72,70,25,54,N
1,5,0,2,16,20.09,16.2,5273.72,0.11,73,0.06,325.54,46,10,22,Y
2,5,0,2,12,18.89,10,1888.7,0.06,43,0.1,188.87,28,9,16,N
6,7,0,3,35,55.28,14.4,11467.22,0.27,139,0.07,796.18,78,36,49,N
0,1,0,1,24,101.02,4.9,2425.5,0.17,99,0.2,495,64,25,29,Y
1,13,0,2,20,50.52,9.6,4656,0.16,97,0.1,485,65,20,27,N
2,7,0,3,31,35.93,15.17,8265.25,0.18,110,0.07,544.96,68,18,40,Y
0,1,0,1,3,5.33,1.5,12,0,4,0.67,8,3,1,5,N
0,1,0,1,4,9.83,2,39.3,0.01,7,0.5,19.65,4,3,5,N
1,1,0,1,4,9.6,2.5,60,0.01,8,0.4,24,5,3,9,N
2,1,0,1,13,47.55,6.5,2008.94,0.1,65,0.15,309.07,39,18,25,Y
3,5,0,1,10,21.1,9.69,1981.69,0.07,43,0.1,204.46,25,13,15,Y
6,27,0,14,85,52.25,30.72,49320.73,0.54,289,0.03,1605.28,190,29,119,Y
0,1,0,1,4,17.43,2,69.74,0.01,11,0.5,34.87,6,5,5,N
3,13,0,6,44,45.58,12.17,6755.1,0.18,110,0.08,554.88,54,23,49,Y
4,9,0,4,21,35.28,17.27,10524.82,0.2,113,0.06,609.33,75,22,27,Y
2,5,0,2,12,28.38,7.2,1471.15,0.07,49,0.14,204.33,31,10,17,N
1,3,0,2,13,30.33,7.31,1619.78,0.07,49,0.14,221.65,30,13,20,Y
3,37,3,19,78,70.4,26.59,49778.18,0.62,312,0.04,1872,195,44,99,N
0,1,0,1,0,7.74,1.5,17.41,0,5,0.67,11.61,3,2,4,N
1,3,0,2,8,14.45,6.4,592.07,0.03,25,0.16,92.51,17,5,13,N
1,1,0,1,7,21.6,5,540,0.04,27,0.2,108,17,8,13,N
0,3,0,2,14,17.18,6.19,657.57,0.04,26,0.16,106.27,15,8,18,N
2,7,0,4,36,32.97,15.17,7583.33,0.17,100,0.07,500,61,18,40,N
13,17,0,8,70,65.84,16.97,18960.71,0.37,199,0.06,1117.33,129,33,91,N
1,5,0,3,29,46.62,10.42,5062.36,0.16,99,0.1,485.78,63,19,34,N
8,5,0,3,15,24.93,8.71,1890.85,0.07,48,0.11,217.13,29,12,25,Y
0,5,0,3,13,33.04,8.08,2155.65,0.09,59,0.12,266.89,38,13,16,N
0,3,0,2,5,8.72,4,139.48,0.01,11,0.25,34.87,7,3,10,N
0,1,0,1,10,21.51,8.5,1554.11,0.06,41,0.12,182.84,24,11,12,Y
2,3,0,2,20,25.98,11.5,3435.99,0.1,67,0.09,298.78,44,11,26,N
0,1,0,1,0,5.33,1.5,12,0,4,0.67,8,3,1,1,N
10,21,0,11,66,57.05,28.71,47016.12,0.55,274,0.03,1637.77,167,41,80,Y
0,1,0,1,7,16.37,5.25,451.25,0.03,22,0.19,85.95,15,6,11,N
11,1,0,1,42,103.45,6.57,4461.99,0.23,123,0.15,679.4,69,37,57,Y
0,1,0,1,8,27.26,5.2,737.24,0.05,34,0.19,141.78,21,10,12,N
0,1,0,1,3,10.34,1.5,23.26,0.01,6,0.67,15.51,3,3,5,N
2,3,0,2,16,35.82,7.07,1791.33,0.08,56,0.14,253.32,34,14,22,N
2,1,0,1,9,29.28,6,1054.16,0.06,40,0.17,175.69,24,12,16,N
3,7,0,4,27,23.96,13.85,4592.87,0.11,69,0.07,331.71,45,13,38,N
3,16,0,9,74,68.06,15.76,16898.58,0.36,191,0.06,1072.41,126,33,82,N
0,3,0,1,6,9.32,6.75,424.63,0.02,17,0.15,62.91,11,4,8,Y
0,1,0,1,3,5.33,1.5,12,0,4,0.67,8,3,1,6,N
0,1,0,1,12,29.64,4.67,645.41,0.05,32,0.21,138.3,18,12,16,N
3,11,7,6,45,28.18,27,20545.64,0.25,145,0.04,760.95,85,20,64,N
3,5,2,3,19,21.02,13.42,3783.85,0.09,60,0.07,282.03,37,12,40,N
4,5,0,3,34,38.49,11.61,5189.4,0.15,92,0.09,446.93,54,18,41,N
1,1,0,1,7,22.67,6,816,0.05,34,0.17,136,22,8,12,N
0,1,0,1,4,11.16,3.12,108.97,0.01,11,0.32,34.87,6,4,9,N
0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,N
18,25,0,13,88,79.19,22.19,39004.08,0.59,278,0.05,1757.5,168,57,132,Y
0,1,0,1,0,12.68,2.5,79.25,0.01,10,0.4,31.7,6,4,5,N
3,3,0,2,15,15.71,9.17,1320,0.05,36,0.11,144,25,6,21,N
6,13,0,7,30,36.49,16,9342.72,0.19,119,0.06,583.92,71,18,38,Y
2,1,0,1,13,51.76,3.19,525.93,0.05,37,0.31,165,20,16,23,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,13,N
1,1,0,1,6,10.8,2.5,67.5,0.01,9,0.4,27,4,4,11,N
2,4,0,1,15,17.74,7.14,905.08,0.04,31,0.14,126.71,21,7,19,Y
5,1,0,1,16,24.79,12.18,3676.11,0.1,65,0.08,301.85,34,14,23,N
2,3,0,2,24,26.4,12.5,4124.97,0.11,74,0.08,330,44,12,30,Y
1,5,0,3,18,25.17,9.17,2114.77,0.08,51,0.11,230.7,31,12,22,N
1,1,0,1,8,21.67,0.75,12.19,0.01,7,1.33,16.25,1,4,13,Y
0,1,0,1,5,24.92,4.13,424.04,0.03,27,0.24,102.8,16,8,8,N
8,11,1,4,43,42.1,25.33,27017.88,0.36,174,0.04,1066.5,98,42,55,N
7,9,0,4,21,34.66,10.13,3553.24,0.12,73,0.1,350.94,46,16,31,N
1,5,0,2,10,16.19,4.8,373,0.03,21,0.21,77.71,15,5,13,N
0,1,0,1,6,31.44,4.55,650.93,0.05,35,0.22,143.06,22,10,12,N
1,5,0,2,15,23.31,12,3356.19,0.09,61,0.08,279.68,37,12,22,Y
3,9,0,4,19,29.12,24.87,18012.97,0.24,129,0.04,724.3,85,23,24,Y
3,25,0,13,68,54.82,19.52,20885.76,0.36,196,0.05,1070.05,134,27,77,N
16,15,0,7,88,96.33,17.69,30162.15,0.57,272,0.06,1704.57,156,59,125,Y
2,1,0,1,11,44.37,3.21,458.43,0.05,33,0.31,142.62,18,14,20,N
1,1,0,1,6,21.58,3,194.18,0.02,17,0.33,64.73,9,8,11,N
0,7,0,4,18,29.53,7.14,1506.49,0.07,46,0.14,210.91,26,14,20,N
3,7,0,4,27,44.35,9.92,4365.26,0.15,88,0.1,440,59,19,33,N
1,3,0,2,15,20.85,9.45,1864,0.07,43,0.11,197.15,27,11,18,N
3,9,0,5,19,19.65,14.7,4246.13,0.1,63,0.07,288.85,42,10,27,N
0,1,0,1,0,8,3,72,0.01,8,0.33,24,6,2,2,N
0,3,0,1,5,14.1,5.25,388.55,0.02,20,0.19,74.01,11,6,8,Y
0,1,3,1,6,29.98,4.44,592.26,0.04,35,0.23,133.26,19,9,11,N
0,1,0,1,4,11.86,3.5,145.3,0.01,12,0.29,41.51,8,4,7,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,26,N
1,1,0,1,4,14.99,3,134.92,0.01,13,0.33,44.97,8,5,7,N
0,1,0,1,3,9.83,2,39.3,0.01,7,0.5,19.65,4,3,5,N
9,21,0,9,72,45.6,27.33,34067.01,0.42,211,0.04,1246.35,129,36,85,N
1,5,1,3,24,22.26,15.23,5163.25,0.11,73,0.07,339,40,13,34,N
0,7,0,3,30,48.26,11.5,6382.12,0.18,105,0.09,554.97,59,26,32,N
0,3,0,2,5,4.14,5,103.4,0.01,8,0.2,20.68,6,1,7,N
0,1,0,1,2,7.75,2,31.02,0.01,6,0.5,15.51,4,2,6,N
0,1,0,1,2,9.51,0.5,2.38,0,3,2,4.75,1,2,6,N
3,9,0,4,29,22.01,20.4,9158.6,0.15,89,0.05,448.95,55,15,35,Y
1,1,0,1,6,24.35,4.81,564.06,0.04,30,0.21,117.21,19,8,10,N
1,1,0,1,8,28,3,252,0.03,21,0.33,84,11,10,14,N
3,5,0,3,20,65.97,9.4,5829.1,0.21,115,0.11,620.12,68,30,32,N
3,3,0,2,13,20.85,6,750.59,0.04,30,0.17,125.1,18,9,20,N
2,3,1,2,14,25.8,6.75,1175.61,0.06,41,0.15,174.17,26,10,19,N
3,5,0,3,21,27.39,9.2,2318.48,0.08,53,0.11,252.01,30,15,26,N
1,7,0,4,32,30.53,15.86,7677.16,0.16,103,0.06,484.15,66,14,40,N
1,1,0,1,9,15.86,3.5,194.27,0.02,15,0.29,55.51,9,6,14,N
0,5,0,3,12,16.5,6.3,654.97,0.03,29,0.16,103.96,20,5,14,N
0,1,0,1,0,7.75,2,31.02,0.01,6,0.5,15.51,4,2,4,N
0,1,0,1,0,7.74,1.5,17.41,0,5,0.67,11.61,3,2,1,N
5,21,1,9,60,32.56,26.13,22222.67,0.28,154,0.04,850.63,97,24,72,Y
0,1,0,1,3,14.62,2.5,91.35,0.01,11,0.4,36.54,6,5,8,N
7,1,0,1,15,30.75,8,1967.76,0.08,56,0.13,245.97,30,13,26,N
0,3,0,2,5,8.3,6.67,369.01,0.02,16,0.15,55.35,11,3,7,N
0,1,1,1,2,9,3,81,0.01,9,0.33,27,7,2,5,N
0,5,0,3,21,32.84,7.07,1641.93,0.08,50,0.14,232.19,32,14,24,N
2,9,5,2,14,10.11,21,4460.32,0.07,50,0.05,212.4,35,5,23,N
2,1,0,1,15,69.59,3.14,687.42,0.07,46,0.32,218.72,24,21,23,Y
1,9,0,5,50,27.84,23.65,15578.6,0.22,137,0.04,658.61,96,13,55,N
3,31,0,16,75,67.29,16.45,18211.24,0.37,204,0.06,1106.96,119,31,82,Y
0,3,0,1,3,15.11,4.5,306,0.02,17,0.22,68,10,7,5,N
1,15,0,8,19,37.05,14.71,8017.24,0.18,109,0.07,545,66,19,23,Y
9,15,0,7,35,61.1,17.81,19385.15,0.36,185,0.06,1088.29,110,40,49,Y
2,7,0,4,55,63.49,18.98,22882.74,0.4,217,0.05,1205.35,136,32,61,Y
2,4,3,2,10,14.51,7,711.05,0.03,26,0.14,101.58,19,5,18,N
0,3,2,2,5,20.31,3,182.83,0.02,17,0.33,60.94,11,6,10,N
0,1,1,1,2,12,2.5,75,0.01,10,0.4,30,7,3,5,N
0,5,1,1,6,12.27,7.5,690,0.03,23,0.13,92,14,6,9,N
13,21,0,3,30,45.99,37.74,65511.02,0.58,306,0.03,1735.76,189,31,45,N
2,9,0,5,22,20.39,16.36,5461.06,0.11,71,0.06,333.73,47,11,26,N
2,1,0,1,4,13.5,2,54,0.01,9,0.5,27,5,4,8,N
6,7,1,4,27,34.57,14.74,7508.18,0.17,101,0.07,509.48,61,19,39,N
4,3,0,2,16,30.12,7.88,1867.83,0.08,54,0.13,237.19,33,12,27,N
0,1,0,1,5,17.75,2.5,110.95,0.01,14,0.4,44.38,10,4,7,Y
1,3,0,2,13,35.32,5.43,1040.96,0.06,43,0.18,191.76,24,14,16,Y
3,1,0,1,8,29.02,3.5,355.53,0.03,26,0.29,101.58,18,8,15,Y
2,1,0,1,13,35.36,5.5,1069.68,0.06,45,0.18,194.49,34,10,17,N
19,17,2,7,71,55.59,19.95,22125.51,0.37,187,0.05,1109.05,111,40,107,Y
0,1,0,1,0,19.58,3.5,239.86,0.02,18,0.29,68.53,11,7,2,N
0,1,1,1,2,16.84,1.5,37.9,0.01,9,0.67,25.27,5,4,6,N
0,1,0,1,2,4,0.5,1,0,2,2,2,1,1,3,N
3,3,0,2,17,32.45,6.55,1390.23,0.07,50,0.15,212.4,32,11,24,N
7,9,0,3,40,47.68,15.83,11952.97,0.25,140,0.06,754.92,83,27,53,N
0,3,0,2,5,13.29,3,119.59,0.01,12,0.33,39.86,8,4,7,N
0,1,0,1,3,9.6,2.5,60,0.01,8,0.4,24,5,3,5,N
2,7,0,4,25,44.45,9.47,3989.43,0.14,85,0.11,421.11,55,19,32,N
3,7,0,4,30,31.91,9.43,2836.38,0.1,64,0.11,300.83,42,14,43,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,24,N
2,1,0,1,4,10.8,2.5,67.5,0.01,9,0.4,27,6,3,10,N
1,5,0,3,19,20.93,11.33,2688.1,0.08,54,0.09,237.19,37,9,22,N
4,3,0,1,7,11.72,7,574.31,0.03,21,0.14,82.04,14,5,13,N
4,9,0,4,49,45.08,15.83,11291.12,0.24,138,0.06,713.45,82,23,59,N
0,3,0,2,5,6.67,4.5,135,0.01,10,0.22,30,7,2,7,N
3,3,0,2,16,35.82,7.07,1791.33,0.08,56,0.14,253.32,34,14,23,N
2,3,1,2,14,30.86,4.67,672,0.05,36,0.21,144,24,9,22,N
0,1,0,1,9,29.24,6.43,1208.47,0.06,41,0.16,187.98,23,14,11,Y
0,1,0,1,2,6.86,3.5,84,0.01,8,0.29,24,7,1,6,N
17,47,0,18,134,80.48,31.5,79856.57,0.85,407,0.03,2535.13,245,54,155,N
0,1,0,1,11,42.41,5.87,1459.6,0.08,55,0.17,248.8,33,15,17,N
5,3,0,2,19,28.99,10,2898.93,0.1,66,0.1,289.89,44,11,26,N
1,5,0,3,19,25.17,9.17,2114.77,0.08,51,0.11,230.7,31,12,23,N
0,1,0,1,0,0,0,0,0,0,0,0,0,0,37,N
3,13,0,5,35,46.48,14,9110.4,0.22,124,0.07,650.74,76,24,44,Y
2,5,0,3,20,50.66,4.38,969.74,0.07,49,0.23,221.65,29,16,24,N
2,7,0,4,24,37.72,9.53,3425.73,0.12,74,0.1,359.49,47,17,30,N
5,3,12,2,22,66.55,7.59,3836.67,0.17,97,0.13,505.32,56,27,46,N
3,3,0,2,21,39.2,9.26,3363.54,0.12,74,0.11,363.11,42,19,28,N
4,13,0,7,33,40.75,10.23,4262.28,0.14,80,0.1,416.76,50,22,44,N
2,17,0,9,50,49.62,20.7,21261.63,0.34,193,0.05,1027.13,124,25,58,Y
19,27,0,11,94,78.1,26.55,55057.45,0.69,328,0.04,2073.59,188,58,118,N
1,5,0,3,4,14.08,5.6,441.67,0.03,22,0.18,78.87,14,5,7,N
