@relation JM1-weka.filters.unsupervised.attribute.Remove-R19-weka.filters.unsupervised.attribute.Remove-R11-weka.filters.unsupervised.attribute.Remove-R8-weka.filters.unsupervised.attribute.Remove-R6

@attribute LOC_BLANK numeric
@attribute BRANCH_COUNT numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute LOC_TOTAL numeric
@attribute label {Y,N}

@data
18,27,4,14,14,5,36.78,41.61,0.51,274,0.02,3537.59,1530.28,107,167,21,97,N
1,7,0,0,4,4,30.26,7.69,0.08,53,0.13,99.48,232.79,25,28,8,12,N
7,1,0,1,1,1,148.3,3.41,0.17,102,0.29,95.66,505.33,46,56,4,36,N
19,43,0,1,25,1,51.27,89.28,1.53,760,0.01,22701.68,4577,349,411,22,176,N
5,11,0,0,6,4,10.79,20.43,0.07,51,0.05,250.16,220.42,22,29,13,26,N
0,1,0,1,1,1,14.88,5.25,0.03,20,0.19,22.79,78.14,7,13,9,5,N
3,1,0,0,1,1,54.47,3.08,0.06,41,0.33,28.65,167.59,20,21,4,10,N
3,11,0,4,6,5,17.93,21.19,0.13,76,0.05,447.39,380,29,47,19,30,Y
5,33,0,0,17,14,71.09,22.21,0.53,249,0.05,1947.57,1578.62,112,137,23,59,N
4,1,0,3,1,1,25.95,9,0.08,56,0.11,116.76,233.52,18,38,9,19,N
12,11,0,2,6,4,40.76,23.1,0.31,166,0.04,1208.42,941.62,66,100,21,54,Y
1,25,0,1,13,13,46.61,12.8,0.2,108,0.08,424.21,596.54,48,60,16,37,N
5,3,0,0,2,1,15.72,8.25,0.04,30,0.12,59.43,129.66,11,19,12,12,N
2,7,1,3,4,1,19.01,16,0.1,62,0.06,270.42,304.23,28,34,16,23,Y
16,21,0,41,11,1,57.92,28.25,0.55,277,0.04,2567.94,1636.21,113,164,20,123,N
5,3,0,0,2,1,28.4,10.83,0.1,64,0.09,185.17,307.67,25,39,13,20,Y
3,15,0,0,8,7,20.5,24.07,0.16,97,0.04,659.81,493.48,38,59,19,17,N
2,3,0,0,2,1,28.55,12,0.11,78,0.08,228.4,342.6,32,46,9,17,N
8,17,0,0,9,9,40.44,29.73,0.4,213,0.03,1985.26,1202.14,97,116,19,42,N
8,23,0,2,12,1,45.07,27.48,0.41,223,0.04,1891.27,1238.67,97,126,17,70,Y
4,5,1,0,3,1,30.82,10.42,0.11,72,0.1,185.81,321.08,25,47,10,22,N
0,5,0,0,4,1,25.22,9.21,0.08,50,0.11,118.78,232.19,17,33,13,19,N
3,1,0,1,1,1,28.47,3.61,0.03,27,0.28,20.62,102.8,13,14,5,12,N
0,7,0,0,4,1,24.04,13,0.1,65,0.08,225.68,312.48,26,39,14,15,N
11,23,0,12,12,6,84.91,26.5,0.75,352,0.04,3312.64,2250.1,159,193,21,91,N
3,9,0,1,5,3,20.53,13.14,0.09,55,0.08,197.05,269.88,23,32,16,19,Y
2,5,0,0,3,1,39.76,6.84,0.09,56,0.15,103.41,272.05,26,30,10,20,Y
16,11,0,3,6,4,57.07,32.2,0.61,304,0.03,3287.08,1837.5,138,166,21,87,N
11,7,1,1,4,1,28.7,18.28,0.17,108,0.05,532.86,524.66,45,63,13,48,N
2,7,0,0,4,1,11.32,11.92,0.04,33,0.08,89.3,134.89,13,20,11,17,N
8,3,0,23,2,1,83.73,16.09,0.45,232,0.06,1204.41,1347.31,118,114,12,76,Y
1,1,0,0,1,1,23.25,2,0.02,14,0.5,5.17,46.51,6,8,4,6,N
5,9,0,0,5,3,46.98,11.56,0.18,102,0.09,348.49,542.84,48,54,13,34,Y
5,7,0,0,4,4,23.76,9.45,0.07,49,0.11,118,224.66,16,33,13,23,Y
0,3,0,1,2,1,18.6,2.5,0.02,14,0.4,6.46,46.51,5,9,5,9,N
3,1,0,0,1,1,53.27,7,0.12,76,0.14,145.03,372.92,28,48,10,24,N
4,7,0,0,4,1,15.23,12.57,0.06,49,0.08,133.7,191.44,22,27,8,22,N
2,5,0,0,3,3,20.63,12.12,0.08,52,0.08,168.26,249.98,21,31,15,20,N
4,5,0,4,3,1,25.1,14.4,0.12,76,0.07,289.1,361.37,36,40,12,29,N
27,133,0,91,68,32,119.8,101.46,4.05,1715,0.01,68512.55,12155,487,1228,40,336,Y
5,11,0,0,6,4,33.58,15,0.17,99,0.07,419.72,503.66,38,61,15,32,N
1,5,0,1,3,1,14.73,7.43,0.04,28,0.13,45.15,109.39,13,15,8,17,Y
13,11,0,3,6,1,36.19,51.11,0.62,333,0.02,5252.17,1849.68,138,195,20,67,N
3,5,0,1,3,3,12.97,12,0.05,36,0.08,103.73,155.59,16,20,12,16,N
0,1,0,0,1,1,30.47,2,0.02,17,0.5,6.77,60.94,8,9,4,7,N
2,9,0,0,5,5,32.4,24.12,0.26,144,0.04,1047.05,781.38,67,77,18,32,N
5,17,0,0,9,1,22.46,20.78,0.16,91,0.05,538.89,466.76,35,56,19,39,N
11,12,1,0,11,1,34.9,14.78,0.17,99,0.07,423.41,515.74,28,71,19,51,N
5,1,0,7,1,1,26.35,15,0.13,90,0.07,329.42,395.31,40,50,9,30,N
5,3,0,3,2,1,41.45,11.7,0.16,97,0.09,315.25,485,39,58,12,25,N
7,7,0,0,4,1,24.27,13.14,0.11,65,0.08,232.88,318.95,23,42,16,30,N
2,1,0,0,1,1,14.33,6,0.03,22,0.17,28.65,85.95,8,14,9,8,N
3,5,0,0,3,1,13.79,13.13,0.06,40,0.08,131.94,180.94,14,26,15,19,N
5,9,0,0,5,1,39.18,11,0.14,87,0.09,263.4,431.02,40,47,11,25,N
3,9,0,9,5,3,19.01,12.46,0.08,51,0.08,163.92,236.84,23,28,13,31,N
1,3,0,0,2,1,15.44,6.5,0.03,28,0.15,36.25,100.38,13,15,6,8,N
10,51,0,8,26,24,55.94,32.09,0.6,297,0.03,3200.72,1795.19,120,177,23,61,Y
6,5,0,0,3,1,40.76,12.32,0.17,95,0.08,343.67,502.11,44,51,14,29,Y
2,13,0,11,7,1,22.53,24.28,0.18,105,0.04,737.76,546.99,46,59,19,41,N
9,7,0,5,4,1,76.51,25.62,0.65,336,0.04,2789.02,1959.85,111,225,18,57,N
24,27,0,8,14,14,82.22,39.55,1.08,506,0.03,7144.54,3251.69,193,313,25,129,Y
3,7,0,0,4,4,22.26,10.36,0.08,51,0.1,132.83,230.7,19,32,12,20,N
1,7,0,3,4,3,15.14,8.13,0.04,28,0.12,55.51,122.98,10,18,13,15,N
5,9,0,1,5,1,19.19,30,0.19,124,0.03,959.73,575.84,40,84,15,46,N
16,5,0,0,3,1,54.1,9.05,0.16,103,0.11,246.31,489.75,43,60,8,44,Y
2,5,0,4,3,3,24.12,13.5,0.11,64,0.07,244.2,325.6,24,40,18,22,Y
8,19,2,7,10,7,35.12,20.63,0.24,129,0.05,829.92,724.3,55,74,21,53,N
4,16,1,42,11,4,46.44,67.53,1.05,540,0.01,11764.6,3135.97,263,277,19,155,Y
8,13,0,4,7,3,27.16,33.33,0.3,169,0.03,1676.72,905.43,70,99,20,48,Y
5,17,0,1,9,6,23.59,25.88,0.2,120,0.04,877.59,610.5,46,74,18,31,N
0,1,0,0,1,1,9.83,2,0.01,7,0.5,2.18,19.65,3,4,4,4,N
0,1,0,0,1,1,11.24,4,0.01,13,0.25,9.99,44.97,3,10,8,4,N
9,19,1,11,10,9,52.62,23.5,0.41,212,0.04,1614.41,1236.57,94,118,19,64,N
22,13,2,9,7,1,60.92,74.5,1.51,743,0.01,18784.9,4538.63,298,445,23,139,N
5,35,0,0,18,14,60,45.88,0.92,466,0.02,7015.8,2752.61,198,268,19,118,N
8,15,0,24,8,1,18.96,24.55,0.16,99,0.04,634.56,465.34,36,63,15,61,Y
27,37,0,12,20,5,60.2,39.58,0.79,385,0.03,5240.57,2383.08,152,233,25,159,Y
34,11,0,33,6,3,121.95,30.25,1.23,544,0.03,6199.67,3689.06,242,302,22,178,N
3,9,0,3,5,3,24.54,13.13,0.11,65,0.08,234.81,322.02,28,37,15,30,N
2,9,0,0,5,5,10.44,20.64,0.07,47,0.05,247.13,215.49,17,30,17,12,N
2,9,0,1,5,3,18.52,13.09,0.08,51,0.08,176.36,242.5,18,33,16,17,N
5,9,0,0,5,4,12.66,30.81,0.13,84,0.03,667.75,390.08,29,55,17,31,N
3,7,0,0,4,1,29.48,14.15,0.14,85,0.07,327.81,417.09,37,48,13,26,N
5,13,0,0,7,5,17.58,47.81,0.28,181,0.02,2232.68,840.54,45,136,17,47,N
3,1,0,0,1,1,61.9,4.67,0.1,63,0.21,74.89,288.85,28,35,6,15,N
0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21,N
2,7,0,0,4,1,15.58,7.33,0.04,30,0.14,46.53,114.22,11,19,8,17,N
3,51,0,24,26,20,32.99,38,0.42,234,0.03,2646.63,1253.67,88,146,19,114,N
2,9,0,0,5,5,10.88,18.67,0.07,47,0.05,210.65,203.13,16,31,14,16,N
5,9,1,1,5,3,26,21,0.18,100,0.05,636.93,545.94,42,58,22,30,Y
4,9,0,0,5,5,24.16,10.91,0.09,60,0.09,159.72,263.54,24,36,10,26,N
7,6,0,1,4,1,43.45,17.04,0.25,134,0.06,700.51,740.16,53,81,18,37,N
1,5,0,1,3,1,12.44,4.9,0.02,17,0.2,16.59,60.94,7,10,7,7,N
2,11,0,7,6,5,29.02,13.6,0.13,83,0.07,298.18,394.66,34,49,12,23,N
3,1,0,0,1,1,19.12,5.56,0.04,25,0.18,32.78,106.2,10,15,10,11,N
2,7,0,0,4,3,11.68,11.79,0.05,33,0.08,90.1,137.61,15,18,11,15,N
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,2,N
3,5,0,2,3,1,21.84,14.5,0.11,71,0.07,255.05,316.62,29,42,11,29,N
6,11,0,14,6,1,51.03,20.85,0.35,184,0.05,1232.04,1063.77,79,105,19,64,N
8,27,1,11,14,4,42.93,31.94,0.46,243,0.03,2433.91,1371.46,75,168,23,82,Y
33,12,3,32,7,1,41.9,44.83,0.63,277,0.02,4678.1,1878.44,100,177,52,151,Y
14,1,1,0,1,1,81.28,22.63,0.61,333,0.04,2312.32,1839.35,144,189,11,74,N
2,13,0,0,7,1,50.09,21.78,0.36,211,0.05,1319.93,1090.85,99,112,11,52,N
3,1,0,1,1,1,10.42,10.4,0.04,26,0.1,62.64,108.42,8,18,13,12,N
1,3,0,0,2,1,24.38,2.5,0.02,17,0.4,8.46,60.94,7,10,5,13,N
2,3,0,0,2,1,12.82,7.33,0.03,23,0.14,38.3,94.01,8,15,11,8,N
12,11,0,4,6,3,22.05,27.65,0.2,117,0.04,936.17,609.51,47,70,20,48,N
47,1,0,2,1,1,326.75,29.66,3.23,1396,0.03,15970.24,9691.75,604,792,11,221,Y
7,8,0,9,5,1,29.79,20.45,0.2,113,0.05,692.42,609.33,45,68,20,47,N
37,17,0,13,10,1,108.74,50.07,1.82,811,0.02,15148.11,5445.25,338,473,24,229,Y
7,7,0,0,4,1,45.97,27.2,0.42,235,0.04,1890.13,1250.65,113,122,13,60,N
61,21,7,10,11,4,27.49,40.02,0.37,197,0.02,2446.19,1100.24,87,110,23,125,Y
2,27,1,1,14,14,37.58,19.16,0.24,144,0.05,766.32,720,56,88,13,35,N
3,7,0,0,4,1,25.7,15,0.13,82,0.07,321.2,385.44,30,52,13,25,N
4,7,0,0,4,1,38.2,17.54,0.22,122,0.06,652.83,670.01,48,74,19,42,N
0,1,0,0,1,1,38.84,4.75,0.06,42,0.21,48.68,184.48,19,23,7,8,N
3,3,0,3,2,1,34.71,4.82,0.06,37,0.21,44.83,167.37,15,22,9,12,N
5,9,0,8,5,4,31.95,28.88,0.31,168,0.03,1480.05,922.63,66,102,21,46,N
0,3,0,0,2,1,23.28,6.75,0.05,37,0.15,58.94,157.17,15,22,9,10,N
4,21,0,0,11,9,57,17,0.32,170,0.06,915.24,969.07,70,100,17,53,N
4,9,1,17,5,4,39.57,12.6,0.17,98,0.08,349,498.57,36,62,14,51,N
0,3,0,0,2,1,15.23,4,0.02,16,0.25,13.54,60.92,6,10,8,8,N
1,15,0,1,11,1,31.65,23.21,0.24,141,0.04,947.16,734.53,49,92,18,57,Y
4,5,0,7,3,1,36.76,12.61,0.15,89,0.08,324.9,463.64,37,52,15,32,N
3,9,0,0,5,1,37.87,10.03,0.13,79,0.1,211.61,379.78,31,48,11,22,N
0,1,0,0,1,1,10.38,4,0.01,12,0.25,9.23,41.51,3,9,8,5,N
17,17,0,6,9,1,73.22,19.78,0.48,258,0.05,1592.15,1448.6,122,136,12,76,N
1,5,0,0,3,1,27.43,15.77,0.14,92,0.06,378.79,432.44,43,49,11,19,N
26,27,2,0,14,5,42.3,152.75,2.15,1069,0.01,54832.64,6461.46,470,599,26,193,N
2,7,0,1,4,4,34.16,10.91,0.12,71,0.09,225.82,372.6,30,41,16,26,N
16,38,1,12,20,7,48.78,51.31,0.83,397,0.02,7133.36,2502.6,129,268,35,123,N
17,35,1,16,18,1,86.08,26.66,0.77,362,0.04,3399.32,2295.03,143,219,22,129,N
1,3,0,0,2,1,22.31,9.9,0.07,52,0.1,121.49,220.89,22,30,9,17,N
2,11,1,0,6,5,33.56,33.15,0.37,209,0.03,2048.27,1112.28,49,160,23,18,N
10,21,0,0,11,1,88.65,14.56,0.43,235,0.07,1043.85,1290.59,90,145,11,43,Y
3,17,1,1,9,3,17.93,22.55,0.13,85,0.04,506.23,404.17,31,54,16,27,N
4,23,0,0,12,7,22.4,39.95,0.3,167,0.03,1985.63,894.71,69,98,22,24,N
2,3,0,0,2,1,11.52,8.33,0.03,24,0.12,44.44,96,10,14,10,13,N
2,3,0,0,2,1,40.04,4.9,0.07,44,0.2,53.41,196.21,21,23,7,12,N
12,31,0,18,16,13,43.26,55.74,0.8,405,0.02,7467.89,2411.45,165,240,25,114,Y
7,1,0,1,1,1,54.59,3.17,0.06,40,0.32,30.41,172.88,19,21,5,21,Y
1,13,0,0,7,1,31.69,14.17,0.15,89,0.07,353.34,448.95,34,55,15,25,N
2,11,0,0,6,3,18.34,10.5,0.06,42,0.1,112.33,192.57,15,27,14,18,N
5,7,0,3,4,1,40.98,14.03,0.19,116,0.07,447.78,574.69,51,65,11,39,N
3,3,0,0,2,1,15.75,11.25,0.06,41,0.09,110.75,177.2,15,26,12,13,N
13,17,2,7,9,1,59.28,21.84,0.43,226,0.05,1570.52,1294.51,101,125,16,89,N
5,11,0,3,6,4,44.34,12.04,0.18,101,0.08,357.07,533.83,43,58,14,37,N
11,9,0,0,5,1,39.43,23.38,0.31,171,0.04,1197.92,922.09,76,95,16,52,N
2,11,1,0,6,5,33.92,30.44,0.34,194,0.03,1746.06,1032.45,45,149,23,15,N
2,3,0,3,2,1,24.34,4.36,0.04,25,0.23,25.75,106.2,12,13,8,12,Y
2,7,0,0,4,4,36.97,12.67,0.16,88,0.08,329.57,468.33,38,50,16,28,N
0,15,0,0,14,1,38.68,10.45,0.13,75,0.1,234.89,404.42,23,52,20,36,N
4,9,0,3,5,1,18.32,19.94,0.12,86,0.05,404.64,365.32,29,57,11,38,N
4,11,0,0,6,1,30.25,24.42,0.25,144,0.04,1002.1,738.62,58,86,16,46,N
9,11,5,7,6,1,40.85,31.06,0.42,226,0.03,2189.92,1268.92,107,119,18,79,N
3,19,0,0,10,1,10.82,137.14,0.49,328,0.01,11304.6,1483.73,120,208,16,77,N
3,13,0,0,7,7,23.04,11.14,0.09,54,0.09,158.95,256.76,24,30,13,24,N
5,3,0,0,2,1,39.94,12.78,0.17,98,0.08,362.55,510.53,42,56,14,22,N
4,5,0,0,3,1,42.72,11.18,0.16,91,0.09,296.62,477.56,43,48,13,26,N
11,9,0,13,5,4,39.83,20.15,0.27,147,0.05,898.31,802.54,64,83,17,54,Y
3,21,0,0,11,8,32.35,15.47,0.17,101,0.06,430.01,500.37,33,68,15,51,N
2,7,0,0,4,1,22.43,9.09,0.07,48,0.11,102.98,203.9,25,23,8,19,N
5,7,0,0,4,1,48.34,14.8,0.24,131,0.07,587.89,715.19,47,84,17,26,N
2,7,0,0,4,1,22.92,8,0.06,40,0.13,81.51,183.4,16,24,12,12,Y
4,1,0,0,1,1,37.1,9.38,0.12,74,0.11,181.16,347.83,30,44,10,14,Y
1,29,1,24,15,14,18.13,30.88,0.19,113,0.03,960.25,559.82,39,74,19,67,N
3,15,0,1,8,1,7.91,39,0.1,74,0.03,668.58,308.57,30,44,13,29,N
2,11,3,0,6,6,35.2,12.95,0.15,92,0.08,327.85,455.79,41,51,12,17,N
2,3,1,0,2,1,28.14,8.25,0.08,50,0.12,106.42,232.19,21,29,11,22,N
4,5,0,0,3,1,22.42,12.13,0.09,56,0.08,183.38,272.05,26,30,14,19,N
5,9,0,5,5,5,54.46,20.08,0.36,198,0.05,1220.08,1093.67,83,115,15,54,N
8,17,0,0,9,1,53.71,9.23,0.17,102,0.11,253.95,495.51,41,61,9,28,N
6,3,0,0,2,1,42.22,9,0.13,76,0.11,190,380,30,46,12,21,N
3,7,0,0,4,1,37.67,17.92,0.23,126,0.06,672.05,675.05,56,70,16,40,N
0,3,0,0,2,1,11.62,3,0.01,11,0.33,5.81,34.87,3,8,6,8,Y
1,7,1,0,6,1,31.48,13.5,0.14,85,0.07,318.75,425,27,58,16,27,N
1,3,0,0,2,1,15.62,7.31,0.04,26,0.14,46.39,114.2,9,17,13,10,N
11,13,0,19,7,4,45.95,19.7,0.3,169,0.05,991.13,905.43,76,93,14,65,N
3,9,0,0,5,1,42.22,13.19,0.19,102,0.08,408.05,556.86,51,51,15,29,N
5,13,0,0,7,4,36.69,20.66,0.25,133,0.05,870.25,758.16,61,72,21,39,N
9,27,0,6,14,11,51.3,27.91,0.48,236,0.04,2219.53,1431.6,100,136,24,83,N
6,9,0,1,5,3,54.01,10.98,0.2,110,0.09,361.92,593.15,49,61,13,41,Y
5,9,0,0,5,1,24.79,16.63,0.14,84,0.06,380.69,412.18,38,46,14,35,N
25,3,0,1,2,1,132.74,28.22,1.25,580,0.04,5874.6,3746.47,205,375,19,115,Y
0,1,0,1,1,1,12,2.5,0.01,10,0.4,4.17,30,3,7,5,6,N
0,9,0,0,5,5,15.09,9.33,0.05,37,0.11,73.04,140.87,14,23,8,8,N
1,3,0,0,2,1,10.24,7,0.02,20,0.14,27.88,71.7,10,10,7,7,N
0,1,0,0,1,1,24.28,6.86,0.06,45,0.15,63.44,166.52,16,29,6,7,Y
6,16,1,3,11,1,31.35,30.99,0.32,155,0.03,1672.21,971.35,67,88,37,72,Y
14,5,0,3,3,1,55.85,16.94,0.32,183,0.06,890.38,946.1,77,106,11,61,Y
0,1,0,0,1,1,11.1,5,0.02,15,0.2,15.42,55.51,3,12,10,4,N
20,3,0,20,2,1,77.31,20.23,0.52,267,0.05,1758.08,1564.08,116,151,15,91,N
2,1,0,1,1,1,21.35,2.92,0.02,18,0.34,10.09,62.27,7,11,5,11,N
1,1,0,0,1,1,11.11,10.5,0.04,27,0.1,68.07,116.69,9,18,14,9,N
2,1,0,0,1,1,17.74,7.14,0.04,31,0.14,50.28,126.71,10,21,10,9,Y
0,5,0,0,3,3,19.03,3.5,0.02,18,0.29,12.95,66.61,6,12,7,11,N
4,5,0,0,3,1,60.15,32.67,0.66,350,0.03,3566.95,1965.15,123,227,17,48,N
3,9,0,0,5,3,28.53,12.79,0.12,73,0.08,259.44,365,29,44,15,24,Y
2,5,0,0,3,1,20.49,9.27,0.06,42,0.11,97.87,189.99,17,25,12,17,Y
6,9,0,5,5,1,19.98,26.73,0.18,115,0.04,792.97,534.04,42,73,14,44,N
2,3,0,0,2,1,11.53,4.8,0.02,16,0.21,14.76,55.35,8,8,6,10,N
9,9,0,2,5,1,36.71,14.48,0.18,102,0.07,427.34,531.36,38,64,16,36,N
3,3,0,0,2,1,25.91,7.33,0.06,42,0.14,77.4,189.99,16,26,11,15,N
5,5,0,2,3,1,48.56,11.74,0.19,113,0.09,371.75,570.02,54,59,10,32,N
3,12,1,9,11,1,20.6,42.6,0.29,174,0.02,2077.28,877.72,71,103,18,63,N
7,31,0,26,16,7,23.77,51.75,0.41,224,0.02,3536.75,1230.18,99,125,23,97,N
4,1,0,0,1,1,35.49,7.92,0.09,63,0.13,123.56,280.94,19,44,10,19,N
5,3,0,0,2,1,27.33,10.13,0.09,63,0.1,155.65,276.72,27,36,9,21,N
0,3,0,0,2,1,12.84,7,0.03,23,0.14,34.94,89.86,7,16,10,11,N
0,5,3,0,3,1,12.39,16.5,0.07,50,0.06,187.34,204.37,18,32,11,19,N
11,9,0,7,5,5,47.92,28.82,0.46,240,0.03,2211.68,1381.17,98,142,20,83,N
3,9,0,0,5,4,18.32,17.31,0.11,64,0.06,304.87,317.07,25,39,18,21,N
2,5,0,0,3,1,16.63,12.6,0.07,47,0.08,146.72,209.59,21,26,12,13,N
9,15,1,7,8,3,39.7,15.38,0.2,119,0.07,521.37,610.38,41,78,15,48,N
14,1,0,0,1,1,19.95,38.5,0.26,192,0.03,1642.67,768,77,115,8,42,N
5,3,3,3,2,1,30.15,11.1,0.11,73,0.09,206.4,334.7,37,36,9,25,N
4,1,0,8,1,1,20.44,4.5,0.03,23,0.22,23,92,9,14,8,19,N
0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,N
7,27,9,0,14,7,42.97,30.52,0.44,230,0.03,2222.69,1311.1,106,124,19,77,Y
3,5,0,3,3,1,57.38,6.1,0.12,72,0.16,118.44,349.77,32,40,8,32,N
0,1,0,0,1,1,29.7,3.5,0.03,29,0.29,20.22,103.96,14,15,4,5,N
3,1,0,0,1,1,18.08,4,0.02,19,0.25,16.07,72.34,8,11,7,11,N
3,5,0,0,4,1,23.23,8,0.06,43,0.13,82.6,185.84,16,27,10,21,N
2,21,0,0,11,6,18.66,36,0.22,131,0.03,1343.87,671.94,48,83,21,27,N
13,33,0,5,17,15,23.76,39.53,0.31,179,0.03,2062.94,939.38,64,115,21,68,Y
11,25,0,0,14,1,32.14,40.83,0.44,235,0.02,2977.35,1312.47,105,130,21,88,N
10,27,2,3,14,1,63.14,16.99,0.36,191,0.06,1011.96,1072.41,77,114,15,80,Y
1,3,0,0,2,1,20.81,12,0.08,56,0.08,166.49,249.73,20,36,12,19,Y
7,11,0,0,6,3,41.96,15.6,0.22,123,0.06,567.32,654.6,52,71,15,43,N
2,5,0,0,3,1,24.31,6.22,0.05,37,0.16,52.28,151.24,14,23,8,16,N
1,3,0,0,2,1,40.24,7.26,0.1,59,0.14,117.94,292.3,23,36,12,19,N
2,13,0,0,7,5,18.96,21.82,0.14,87,0.05,501.42,413.68,30,57,16,23,N
3,1,0,0,1,1,33.5,5.19,0.06,39,0.19,50.17,173.92,15,24,9,13,N
2,7,0,0,6,1,33.13,20.42,0.23,117,0.05,767.23,676.42,49,68,25,41,N
0,3,0,0,2,1,11.23,2,0.01,8,0.5,2.5,22.46,3,5,4,7,N
2,3,0,0,2,1,23.78,7.5,0.06,40,0.13,74.32,178.38,15,25,11,13,N
9,25,3,6,13,9,33.84,48.26,0.54,301,0.02,4379.15,1633.31,111,190,20,82,N
2,13,0,0,7,1,30.6,21,0.21,117,0.05,749.64,642.55,48,69,21,35,N
3,3,0,0,2,1,20.19,5.06,0.03,25,0.2,28.74,102.19,9,16,9,13,N
6,9,0,2,5,3,33,12.95,0.14,84,0.08,307.45,427.35,37,47,14,37,N
18,25,3,4,14,8,66.17,41.9,0.92,422,0.02,6453.47,2772.48,173,249,31,134,Y
5,3,0,0,2,1,18.87,7.07,0.04,32,0.14,52.42,133.44,9,23,11,18,N
1,3,0,0,2,1,33.11,7.2,0.08,52,0.14,95.37,238.42,24,28,9,17,N
12,15,0,0,8,1,64.87,27.91,0.6,326,0.04,2807.92,1810.8,146,180,13,80,N
7,7,0,0,4,1,46.12,24.23,0.37,210,0.04,1504.47,1117.6,90,120,14,38,Y
0,1,0,1,1,1,0,0,0,3,0,0,4.75,0,3,3,7,N
4,3,0,4,2,1,18.68,12.35,0.08,51,0.08,158.29,230.7,19,32,13,21,N
0,3,1,0,2,1,7.92,4,0.01,10,0.25,7.04,31.7,4,6,6,5,N
3,15,0,2,8,4,56.56,15.72,0.3,166,0.06,776.91,889.35,76,90,12,49,N
6,3,0,6,2,1,42.13,9.67,0.14,83,0.1,218.72,407.27,29,54,12,34,N
5,5,0,1,3,1,22.81,10.96,0.08,52,0.09,152.23,249.98,19,33,15,15,N
4,1,0,1,1,1,23.63,7.5,0.06,41,0.13,73.83,177.2,15,26,10,16,N
3,5,0,0,3,3,16.14,7.5,0.04,28,0.13,50.42,121.01,10,18,12,13,N
15,7,0,0,4,1,35.17,45.85,0.54,317,0.02,4107.97,1612.73,131,186,14,85,Y
1,5,0,0,3,3,9.57,8.75,0.03,22,0.11,40.72,83.76,7,15,10,12,N
3,3,0,0,2,1,18.55,5.69,0.04,27,0.18,33.33,105.49,13,14,7,12,N
0,5,0,3,3,1,24.28,12.54,0.1,64,0.08,211.93,304.31,27,37,13,16,Y
0,1,0,0,1,1,21.36,2.33,0.02,15,0.43,6.46,49.83,7,8,4,4,N
0,1,0,1,1,1,5.33,1.5,0,4,0.67,0.67,8,1,3,3,7,N
12,49,0,16,25,15,95.89,47.53,1.52,715,0.02,12036.9,4558.15,248,467,23,149,Y
13,13,0,0,12,1,30.57,21.48,0.22,121,0.05,783.42,656.58,45,76,21,57,N
6,21,0,5,11,6,48.69,51,0.83,440,0.02,7036.01,2483.3,153,287,20,96,Y
2,5,0,0,3,1,8.39,23.8,0.07,47,0.04,263.99,199.65,17,30,14,18,N
2,3,0,0,2,1,38.07,6.94,0.09,55,0.14,102.01,264.4,25,30,10,21,N
3,5,0,0,3,1,24.53,12,0.1,66,0.08,196.21,294.32,24,42,11,26,N
7,7,0,2,4,4,29.88,21.55,0.21,121,0.05,771.05,643.95,39,82,21,36,N
4,11,0,1,6,1,43.35,21.65,0.31,183,0.05,1129.11,938.66,83,100,12,46,N
4,5,1,3,3,1,15.11,11.33,0.06,39,0.09,107.86,171.3,17,22,12,18,N
5,1,0,0,1,1,21.8,7.88,0.06,42,0.13,75.11,171.67,14,28,9,16,N
16,9,0,3,5,1,59.35,26.96,0.53,288,0.04,2395.66,1599.72,141,147,13,76,N
1,33,0,1,17,12,50.56,47.25,0.8,443,0.02,6270.59,2388.8,126,317,18,22,N
2,1,0,1,1,1,13.84,3.5,0.02,14,0.29,9.42,48.43,4,10,7,11,N
0,1,0,0,1,1,9.49,3.5,0.01,10,0.29,6.46,33.22,3,7,7,5,N
2,5,2,0,3,1,50.41,7.44,0.13,72,0.13,155.03,375.08,31,41,12,28,Y
9,9,2,2,5,1,47.18,16.72,0.26,142,0.06,732.52,788.75,59,83,17,46,N
3,3,0,1,2,1,31.11,6.11,0.06,42,0.16,64.45,189.99,19,23,9,17,N
11,57,0,7,29,15,65.91,42.05,0.92,428,0.02,6474.8,2771.61,174,254,29,158,N
5,5,0,0,3,1,65.86,11.54,0.25,134,0.09,487.33,760.1,61,73,14,46,N
3,3,0,0,2,1,27.99,3.44,0.03,26,0.29,18.37,96.21,11,15,5,17,N
10,1,0,5,1,1,58.08,7.5,0.15,95,0.13,181.49,435.57,45,50,6,33,N
16,20,0,6,11,5,29.16,48,0.47,241,0.02,3732.19,1399.57,96,145,28,81,N
